monster_id,image,モンスター名,種族,ボス,反撃,難易度,攻撃,防御,HP,コイン
M0109,High-Tech_Tycoon_Gawu_Sprite.png,デックジャイアント ガオー,天王寺雅央,1,1,困難,3,1,138,
M0109,High-Tech_Tycoon_Gawu_Sprite.png,デックジャイアント ガオー,天王寺雅央,1,1,悪夢,4,1,148,
M0109,High-Tech_Tycoon_Gawu_Sprite.png,デックジャイアント ガオー,天王寺雅央,1,1,狂気,4,1,158,
M0110,Mindscape_Airship_Sprite.png,マインドエアシップ,マインドエアシップ,,1,普通,4,2,15,14
M0110,Mindscape_Airship_Sprite.png,マインドエアシップ,マインドエアシップ,,1,困難,4,2,17,14
M0110,Mindscape_Airship_Sprite.png,マインドエアシップ,マインドエアシップ,,1,悪夢,5,2,18,14
M0110,Mindscape_Airship_Sprite.png,マインドエアシップ,マインドエアシップ,,1,狂気,5,2,20,14
M0111,Mechanical_Monitor_Sprite.png,メカ監視員,メカ監視員,,,普通,2,2,14,9
M0111,Mechanical_Monitor_Sprite.png,メカ監視員,メカ監視員,,,困難,3,2,16,9
M0111,Mechanical_Monitor_Sprite.png,メカ監視員,メカ監視員,,,悪夢,3,3,18,9
M0111,Mechanical_Monitor_Sprite.png,メカ監視員,メカ監視員,,,狂気,4,3,20,9
M0112,Mechanical_Quarterback_Sprite.png,メカウォーターバック,メカウォーターバック,,1,普通,5,1,18,12
M0112,Mechanical_Quarterback_Sprite.png,メカウォーターバック,メカウォーターバック,,1,困難,5,1,20,12
M0112,Mechanical_Quarterback_Sprite.png,メカウォーターバック,メカウォーターバック,,1,悪夢,5,2,22,12
M0112,Mechanical_Quarterback_Sprite.png,メカウォーターバック,メカウォーターバック,,1,狂気,6,2,24,12
M0113,Mechanical_Javelin_Thrower_Sprite.png,メカピッチャー,メカピッチャー,,,普通,3,0,8,7
M0113,Mechanical_Javelin_Thrower_Sprite.png,メカピッチャー,メカピッチャー,,,困難,4,0,9,7
M0113,Mechanical_Javelin_Thrower_Sprite.png,メカピッチャー,メカピッチャー,,,悪夢,4,1,10,7
M0113,Mechanical_Javelin_Thrower_Sprite.png,メカピッチャー,メカピッチャー,,,狂気,4,1,11,7
M0114,Shark_Pirate_Sprite.png,メカ海賊サメ,メカ海賊サメ,,1,普通,4,1,10,7
M0114,Shark_Pirate_Sprite.png,メカ海賊サメ,メカ海賊サメ,,1,困難,4,1,11,7
M0114,Shark_Pirate_Sprite.png,メカ海賊サメ,メカ海賊サメ,,1,悪夢,4,1,11,7
M0114,Shark_Pirate_Sprite.png,メカ海賊サメ,メカ海賊サメ,,1,狂気,4,1,11,7
M0115,Warden_Sprite.png,ゴクチョー【真相】,ゴクチョー,1,1,普通,3,10,229,
M0115,Warden_Sprite.png,ゴクチョー【真相】,ゴクチョー,1,1,困難,3,10,230,
M0115,Warden_Sprite.png,ゴクチョー【真相】,ゴクチョー,1,1,悪夢,4,10,231,
M0115,Warden_Sprite.png,ゴクチョー【真相】,ゴクチョー,1,1,狂気,4,11,231,
M0116,Warden_Sprite.png,ゴクチョー,ゴクチョー,,1,普通,0,0,9,6
M0116,Warden_Sprite.png,ゴクチョー,ゴクチョー,,1,困難,0,0,10,6
M0116,Warden_Sprite.png,ゴクチョー,ゴクチョー,,1,悪夢,1,0,11,6
M0116,Warden_Sprite.png,ゴクチョー,ゴクチョー,,1,狂気,1,1,11,6
M0117,Watcher_Sprite.png,看守,看守,,1,普通,4,1,17,12
M0117,Watcher_Sprite.png,看守,看守,,1,困難,4,1,20,12
M0117,Watcher_Sprite.png,看守,看守,,1,悪夢,5,2,20,12
M0117,Watcher_Sprite.png,看守,看守,,1,狂気,5,2,23,12
M0118,Sinful_Teapot_Sprite.png,グリーティーポット,グリーティーポット,,1,普通,2,0,14,9
M0118,Sinful_Teapot_Sprite.png,グリーティーポット,グリーティーポット,,1,困難,3,0,14,9
M0118,Sinful_Teapot_Sprite.png,グリーティーポット,グリーティーポット,,1,悪夢,3,1,16,9
M0118,Sinful_Teapot_Sprite.png,グリーティーポット,グリーティーポット,,1,狂気,3,1,18,9
M0119,Legendary_Thief_Sprite.png,大怪盗,大怪盗,,1,普通,4,0,13,6
M0119,Legendary_Thief_Sprite.png,大怪盗,大怪盗,,1,困難,5,0,14,6
M0119,Legendary_Thief_Sprite.png,大怪盗,大怪盗,,1,悪夢,5,0,16,6
M0119,Legendary_Thief_Sprite.png,大怪盗,大怪盗,,1,狂気,5,1,16,6
